objectid,parentid,filename,format,type,language,creator,rights,subject,class,title,address,tourSiteNumber,date,modified,hasStylePeriod,architect,location,latitude,longitude,imageSource,imageDate,imageRights,description,sameAs
coll271,,1300_combined.pdf,compound_object,Text,en,City of Bloomington,"Department of Housing and Neighborhood Development, City of Bloomington",Black History on the Near West Side tour,Tour Brochure,A Walk Through Bloomington's Black History on the Near West Side,,,,,,,,,,,,,,
coll272,coll271,0105.jpg,image/jpg,Image;StillImage,,,,,,Bethel A.M.E. Church,302 North Rogers Street,1,,,,,,,,,,,"The African Methodist Episcopal (AME) Church has its origins in Philadelphia. The founder. Richard Allen, had purchased his freedom and led a movement to secede from the Methodist Episcopal Church in 1816. The Bloomington AME church was founded in September of 1870. Members met at the United Presbyterian Church on West 6th St. for many years before building their own two-story limestone church in 1922 at the cost of $35,000. The fundraising efforts of one woman, Mattie Jacobs Fuller (04/10/1856 – 08/23/1940), contributed significantly to the construction of the current building on the corner of 7th and Rogers Street today. Fuller bought the lot and paid for the laying of the foundation. Fuller came to Monroe County with her parents and siblings from Kentucky just after the Civil War. Following the death of her mother, Mattie and her siblings were bound out, which meant working for food and board. This constituted indentured servitude, despite the practice being illegal. Mattie worked in the home of Dr. and Mrs. Durant, who provided for her education. The Durants sent her to Louisville where she learned how to dress hair and to make skin lotion. With these skills she returned to Bloomington to work as a beautician She had a natural aptitude as a songstress, and the Durants paid for her to have private music lessons. Mattie was gifted a Bilhorn folding organ and a silver loving cup by the Durants. Between her performances on the courthouse lawn and cosmetic work, Mattie raised over $12,000 for Bethel AME church.

The church building was designed by John Nichols, a prominent Bloomington architect. In the 1930s the church was famous for its Thursday night chicken dinners which attracted parishioners as well as white neighbors from the West Side.",
coll273,coll271,0121.jpg,image/jpg,Image;StillImage,,,,,,Second Baptist Church,321 North Rogers Street,2,,,,,,,,,,,"Established in March of 1872, Bloomington’s Black Baptist congregation met in the homes of church members before building a frame church in 1873 at the North- east corner of 8th and Rogers. In 1907 the congregation designated their first official pastor, Rev. Moses M. Porter. By this time the church was dilapidated and heavily in debt. Porter helped his congregation build a new church in 1913 on the Southwest corner of 8th and Rogers by giving up most of his salary to help pay off the mortgage. The building was designed by African American architect Samuel Plato. Built at the cost of $40,000, this was one of the first stone churches built by African Americans in Indiana . The stone was donated, and members of the congregation helped with construction. The building was one of the first sites in Bloomington listed in the National Register of Historic Places (1976.) Rev. Porter pastored Second Baptist Church until he passed away in 1952. The next distinguished pastor was Reverend Ernest D. Butler. During his 43 years as pastor of Second Baptist he became the most prominent leader of the local African American community. Butler's accomplishments changed the very nature of Bloomington at a time when Black Bloomingtonians were treated like second class citizens. He was able to forge an alliance with ministers from local white churches to encourage the political and business leaders of Bloomington to change their hiring practices. Because of Rev. Butlers’ effort, Bloomington hired the first Black police officer, the first Black fireman, and the first Black schoolteacher at an integrated school. Butler set his sights on rectifying the housing situation and helped to establish the Indiana Fair Housing Commission. Reverend Butler was the undisputed leader of the civil rights movement in Bloomington and a major force in the city’s political and civic evolution from his arrival in town in 1959 until his death in 2003. The Rev. E.D. Park on West 9th Street was renamed in 2008 in honor of his legacy.",
coll274,coll271,1303.jpg,image/jpg,Image;StillImage,,,,,Carpenter builder house,Henry H. Hammond House,723 West 8th Street,3,1900,,,,West Side Historic District,39.16937047,-86.54203359,"Wikimedia Commons, User:Nyttend",2011-01-31,,"(06/19/1895- 05/01/1989)
Henry Hammond was born June 19, 1895 in Louisville, Kentucky to Charles and Mary Matilda (Brown) Hammond. He came to Bloomington by train as a teenager and worked at the Showers Brothers Furniture Company and Hook’s Drugstores before being hired as a maintenance man, house manager and cook for two Indiana University fraternities. Hammond also worked as a bartender for private parties hosted by IU dignitaries, such as Herman B. Wells, chancellor of Indiana University. He was a member of First United Methodist Church, downtown Kiwanis Club, a Kentucky Colonel, and an honorary member of Sigma Pi fraternity. He also served on the board of directors at the Boys Club. This house belonged to the Hammond family for several generations. Henry Hammond, at an age when most people would have retired, became a bailiff in the Monroe County court under Superior Court Judge Donald A. Rogers, and served with him for almost twenty years. He was also a jazz saxophonist, who had a band called “Seven Sticks of Dynamite.” The band played in Bloomington dance halls for over 20 years and toured the region from Mitchell to Martinsville. Indiana. Jazz thrived in those days, and Hammond played with the best, including Hoagy Carmichael. Hammond was quoted as saying, “Hoagy would come up with us on stage and blow his horn, he was just a regular fellow.” Hammond received several awards from civic organizations, including the Book of Golden Deeds Award in 1983 for distinguished community service. Henry Hammond died in 1989. After his passing, the Herald Telephone published not an obituary, but a lengthy editorial about his career and his integrity.",
coll275,coll271,1304.jpg,image/jpg,Image;StillImage,,,,,Bungalow,Maude Thomas House,919 West 8th Street,4,1920,,Craftsman (style),,West Side Historic District,39.16940402,-86.5440892,"Wikimedia Commons, User:Nyttend",2011-01-31,,"(03/27/1894 – 04/22/1973)
Mrs. Maude Thomas boarded Black students from Indiana University when segregation and cost limited their housing options. Thomas operated three boarding houses for IU’s Black students, including her own home. In the early 20th century, it was unusual for a Black woman to own multiple properties. Thomas maintained a good relationship with many of her tenants, some of whom returned to visit her years later. Some of those students came up from the South wanting to further their education, and have fond memories of living at the Thomas home. Lehman Adams, an Indiana University professor of Oral Surgery and one of the first African Americans to enroll in IU’s School of Dentistry, remembers being directed to Mrs. Thomas as a student in the 1940s because he heard that it was a place he could stay while he finished his degree. Maude Thomas was said to be a soft-spoken woman whose life centered around Second Baptist Church, where she was an organist and a member of two social groups for black women, the Happy Hour, and the Jolly Bachelor Girls clubs. Mrs. Thomas and her kindness enabled many students to obtain degrees from Indiana University.",
coll276,coll271,1305.jpg,image/jpg,Image;StillImage,,,,,House,Oscar Bland House,1014 West 8th Street,5,1990,,,,West Side Historic District,39.16976411,-86.54499473,,,,"(02/14/1907 – 07/22/1953)
Oscar Bland is remembered in the African American community as an amateur boxer and a trainer of young men, black and white. In the 1930s, he boxed under the names Kid Williams or Hard Rock Williams on the local amateur circuit. Although Bland mostly boxed in exhibition matches he once wrestled a bear for eight dollars. Later in life, Oscar Bland made a name for himself as a trainer of young boxers. He set up a ring in the backyard of the family’s 8th St. home. The Kid Williams Boxing Club produced three Golden Gloves champions and its boxers fought regularly in Crane, Indiana, against young soldiers, sailors and Marines. Although Bland wasn’t a professional he was respected for his talent, discipline, showmanship and later as a coach. His boxing club would eventually be sponsored by the Bloomington Police Department.",
coll277,coll271,0117.jpg,image/jpg,Image;StillImage,,,,,,Banneker School,930 West 7th Street,6,,,,,,,,"Wikimedia Commons, User:Nyttend",2011-01-29,,"The Banneker School opened on December 7, 1915 as a segregated K-9 school with 93 students. It was named by T.C. Johnson, its first principal, for African American polymath Benjamin Banneker. Many preferred the name of Booker T Washington for the school, but their petition to the school board failed. The school gymnasium was completed in 1941 using New Deal funds from the National Youth Administration. The surrounding retaining wall was built by the W. P. A. At its height the school served over 100 students in three multi graded classrooms. Graduates matriculated to the integrated Bloomington High School. The Banneker School closed in 1951 with the integration of the school system, and in 1955 the building was acquired by the city and renamed Westside Community Center. In recognition of its historic significance, it was renamed the Banneker Community Center in 1994. In February 2005 a library was dedicated in the Community Center to honor former teachers Alice Evans and Georgia Porter. The Evans-Porter library is used by those who participate in Banneker’s after school and summer literacy programs. The Banneker Community Center is individually listed on the National Register of Historic Places.",
coll278,coll271,1307.jpg,image/jpg,Image;StillImage,,,,,Gabled-ell,Elizabeth Bridgwaters House,925 West 7th Street,7,1909,,,,West Side Historic District,39.16848414,-86.54477118,"Wikimedia Commons, User:Nyttend",2011-01-31,,"(06/04/1908 – 03/26/1999)
Elizabeth Eagleson Bridgwaters was born into the prominent Eagleson family in Bloomington and married Albert Lewis Bridgwaters Sr. Her father was Preston Emmanuel Eagleson, the first Black man to earn a master’s degree at Indiana University. Elizabeth was a mother of nine and the first Black person elected to the Monroe County Community School Corporation, serving from 1969 to 1977, and providing leadership as board president from 1972 to 1973. She initiated changes in the board's voting procedures, and promoted reading programs for the poor. Her love and devotion to the city of Bloomington’s West side fueled her many civic activities such as Bloomington’s Neighborhood Development program and assisting in the creation of the West Side Neighborhood Association. She served on the board of directors of the United Way, the Area 10 Council on Aging, the Advisory Board of the older American Center, and the local branch of the NAACP. She was instrumental in the establishment of the Aurora Alternative High School which met the needs of young people who did not adjust to the regular MCCSC programs. Bridgwaters continued her work in education through service in such organizations as the National Black Council of School Board members and the Indiana State Advisory Council for vocational education. Elizabeth Bridgewaters was inducted into the Monroe County Hall of Fame in 1999 for her civic work in the African American community.",
coll279,coll271,1308.jpg,image/jpg,Image;StillImage,,,,,Church building,Mercy Mission Apostolic Church,217 North Elm Street,8,1960,,,,West Side Historic District,39.168259,-86.54554752,,,,"Mercy Mission Apostolic Church was founded by Helen P. Hartfield on March 21, 1954. The church was originally based in a room located on the Square which Hartfield rented for $12 a week. Since then, the church has moved numerous times, but it was located for about 50 years at 908 W 8th Street. Hartfield started the church with a few families and members from her previous church, Christ Temple Church. The two congregations had long shared a close relationship. In 1938, Helen Hartfield had been baptized by Sister Jessie Hauck of Christ Temple Church. In 1971, the two congregations combined to form Mercy Mission Apostolic Faith in the current Elm Street location. The building at 217 N Elm Street was originally home to Christ Temple Church, which was constructed on the property in 1940, but has undergone subsequent renovations and expansions. The denominational faith of the church, according to Pastor Cheryl Brown, is that it follows the apostle’s doctrine. Mercy Mission Church gives back to the community by donating money to food banks. Mercy Mission also has a host of activities for their parishioners such as their annual summer picnic, held every June at Karst Farm Park. They have activities during Black History Month, such as presentations each Sunday throughout the month. On the last Sunday of Black History Month, they host a soul food dinner. Pastor Helen P. Hartfield passed away in 1976 and her daughter Helen L. Hartfield became pastor of the church. Helen L. Hartfield was pastor until she passed away in 2018. After her passing Bishop Willie A. Smith became pastor until he retired in 2021. In 2013 Pastor Cheryl Brown became the head of the church.",
coll280,coll271,1309.jpg,image/jpg,Image;StillImage,,,,,Carpenter builder house,Stone City Masons,1022 West 7th Street,9,1909,,,,West Side Historic District,39.16877846,-86.54639646,"Wikimedia Commons, User:Nyttend",2011-01-29,,"Prince Hall Freemasonry is the oldest and largest predominantly African American fraternity in the United States. Prince Hall Was one of the first Black man to be initiated into the Masonic Order in the American colonies. The date of his initiation is not definitively known, but it has been presumed to have been upon the same occasion when fourteen other “free Negroes” obtained the degrees of Freemasonry on March 6, 1775. The Caucasian brethren in Massachusetts who sympathized with the Negroes advised Prince Hall to apply to the Grand Orient of France for recognition. Prince Hall communicated with the English jurisdiction and was granted a charter to the brethren of color under the denomination of “African Lodge No. 459.” The Prince Hall order was founded September 29, 1784. According to the Encyclopedia of Indianapolis, the Black community of Indianapolis once had 14 Prince Hall lodges and or groups that arose when other organizations barred membership to blacks. In the small town of Bedford, Indiana, Prince Hall “Stone City” Lodge # 54 was chartered on August 14th, 1924, as a subordinate lodge. The purpose of the Prince Hall Freemasonry in the jurisdiction of Indiana is to be a relevant, preeminent fraternity, committed to attracting, developing, and retaining men of high quality who strive for self-improvement and the opportunity to serve others. Stone City Lodge relocated to Bloomington, Indiana and held meetings twice a month at 115 ½ North College Ave from 1929 to 1932. They were not listed in the city directory from 1934 to 1935, however, they held meetings in the homes of members beginning in 1936 up until 1939. Bloomington’s 1940 City Directory lists the African American women Masons’ Eastern Star, St. Andrews Chapter #50 at 1022 West 7th Street. Stone City Lodge moved into the building shortly thereafter. The lodge sold the building in 2008 due to declining membership. Nevertheless, the chapter remains active, sponsoring civic and educational programs.",
coll281,coll271,1310.jpg,image/jpg,Image;StillImage,,,,,Bungalow,O'Bannon House,1026 West 7th Street,10,1927,,Craftsman (style),,West Side Historic District,39.1688273,-86.54687946,"Wikimedia Commons, User:Nyttend",2011-01-29,,Robert and Louise O’Bannon migrated from Orange County to Bloomington and built this house in 1927. Robert O’Bannon worked for a fraternity on the campus of Indiana University and Louise Clemons James O’Bannon was born and raised in This house and was the second Black person hired by the United States Postal Service in Bloomington.,
coll282,coll271,1311.jpg,image/jpg,Image;StillImage,,,,,Commercial building,"B.G. Pollard Lodge ""The Hole""",1107 West 7th Street,11,1951,1981,,,West Side Historic District,39.16840436,-86.54722977,"Wikimedia Commons, User:Nyttend",2011-04-02,,"The B.G. Pollard Elks Lodge #1242 was founded in 1947 to provide a social and fraternal atmosphere for Bloomington’s Black community. The Lodge brothers purchased this lot in 1949, and in 1951 built an expansive basement as the planned lower level of a two-level community center. Nicknamed “The Hole,” this underground club served as a social hub and safe haven for African Americans through segregation and into the 1990s. The Hole featured a bar, billiard table, jukebox, dance floor, and soul food prepared by the New Dawn Daughter Elks. The Elks hosted social events including fashion shows and holiday parties. In 1981, the Elks raised $100,000 for the construction of the upper floor, featuring a meeting space with a capacity of 200 . The Elks last met in this space in 2004.",
coll283,coll271,1312.jpg,image/jpg,Image;StillImage,,,,,Tombstone,"George ""The Rabbit"" Shively",1100 West 4th Street,12,2015,,,,West Side Historic District,39.16461836,-86.54745446,"Wikimedia Commons, User:Ssinke",1915-06-19,,"(01/03/1893- 06/07/1962)
George Shively was born on a Kentucky tobacco farm owned by a white family named Shively. It is more than likely his father Joseph was a former slave who emigrated to Indiana in the 1890s. The 1900 census places George in Bloomington at 811 N Monroe Street. He attended the “Colored School,” once located at 202 East 6th Street. George Shively started his professional baseball career in 1910 with the West Baden Sprudels and retired in 1924 from the Washington Potomacs. Shively, the lefty leadoff man, departed the Sprudels with manager C. I. Taylor and many of his teammates to play for the Indianapolis ABCs in 1914. Shively batted a cumulative .327 for the club through 1923 and scored almost a run per game. Nicknamed “The Rabbit” for his fantastic speed, Shively has been described by Indiana sports journalist Bob Hammel as one of the top 100 Negro League ballplayers. George Shively died in 1962 and was buried in an unmarked grave. A lime- stone monument was dedicated on his gravesite in Rose Hill Cemetery on April 4, 2015.",
coll284,coll271,1313.jpg,image/jpg,Image;StillImage,,,,,Park,Ernest Butler Park,812 West 9th Street,13,,,,,West Side Historic District,39.1712822,-86.54290307,"Wikimedia Commons, User:Nyttend",2011-03-30,,"Butler Park is named after Reverend Ernest Butler, who pastored Second Baptist Church, Bloomington, Indiana for more than 40 years and was the most prominent leader in the local African American community. Reverend Butler, played a significant role in the founding of the local Human Rights and Reverend Martin Luther King, Jr. Commissions. Formerly known as 9th Street Park, the park was renamed for Rev. Butler in 2005. The land was owned by the Illinois Central Railroad until 1972, and leased to the City as parkland. A longtime spot for neighborhood sporting and recreational events, the first summer concert sponsored by the Human Relations Committee was held at West 9th Street Park in the summer of 1968. The oldest built feature in the Park is a now nonfunctional WPA built spray pool at the intersection of .9th and Maple. The amenities in this park include a playground, parking, restrooms, drinking fountains, picnic shelters, a baseball/ softball field, basketball courts, fitness stations, and the 9th Street Loop Trail which intersects with part of the B Line Trail. In the south- west corner of the park at the intersection of West 9th and North John Street is a community garden with rented plots.",
coll285,coll271,1314.jpg,image/jpg,Image;StillImage,,,,,House,Marvin Chandler House,1223 West 11th Street,14,,,,,Pigeon Hill,39.17215676,-86.5496147,,,,"(10/03/1929- 09/23/2023)
Marvin Chandler was the fifth of nine children and attended Banneker Elementary School on West 7th St. A piano prodigy, Marvin Chandler formed the Chandler Trio with his sisters, Marcella and Marlene. The Trio visited LA to perform gospel music on the African American variety show, The Cabin Kids in the 1930s. For ten years the Chandler Trio hosted a weekly show on Bloomington’s first TV station WTTV. In 1954 they were invited to perform on the Arthur Godfrey Show for New York’s CBS station. At age 28 Marvin joined a band called the Big Four and played club dates around Bloomington, but only at venues that would allow integration. Chandler attended Indiana University where he received his B. S. in Social Work and served as an assistant minister for Second Baptist Church. In 1959 Chandler and his wife, Portia, and their three daughters moved to Rochester, New York where he enrolled at the Colgate Rochester Divinity School, graduating with a Master of Divinity degree in 1963. He gained a reputation as a peacemaker and was invited to the Attica Correctional Facility to negotiate an end to the Attica Prison Riot. After Rochester, Chandler moved the family to California and became the executive director of San Francisco’s Council of Churches. Later he joined Howard Thurman, the African American author, educator, and theologian, as executive director of the Howard Thurman Educational Trust. Marvin always had a love for music and returned to playing jazz piano. He was inducted into the Indiana Jazz Hall of Fame in 2003 and received the Ralph Adams Lifetime Achievement Award in 2010.",
coll286,,1400_combined.pdf,compound_object,Text,en,City of Bloomington,"Department of Housing and Neighborhood Development, City of Bloomington",Bloomington's African American History tour,Tour Brochure,A Walk Through Bloomington's African American History,,,,,,,,,,,,,,
coll287,coll286,1401.jpg,image/jpg,Image;StillImage,,,,,Commercial building,The Gables,114 South Indiana Avenue,1,1913,,Spanish Colonial Revival,,North Central Bloomington,,,"Wikimedia Commons, User:Nyttend",2011-01-26,,"Arguably the most historic campus restaurant in town, the Gables remained segregated until 1947 when IU football player George Taliaferro, gazing at a picture of himself inside the building, decided that the situation needed to be rectified. He and IU president, Herman B Wells, convinced the restaurant owner, George Poolitsen that it was time to integrate his business. George Taliaferro and his date planned to dine there daily. By the end of the week, other couples would join and the restaurant was integrated without incident. The Book Nook and Indiana Theatre followed.",
coll288,coll286,1402.jpg,image/jpg,Image;StillImage,,,,,Commercial building,The Black Market,Northeast Corner of Dunn Street and Kirkwood Avenue,2,,,,,North Central Bloomington,,,,,,"In Bloomington, a seminal event of the turbulent 1960’s was the firebombing of the Black Market on December 26, 1968. African-American students and faculty had opened the Black Market in the fall of 1968 to sell books, records, artwork, clothing and jewelry imported from Africa or made by African-Americans. In that year, students formed the Afro-American Student Association and occupied the Little 500 stadium for 38 hours with demands to increase the number of black students and faculty and to start a Black Studies program. In 1969 two local men confessed to starting the Black Market fire. The area was donated to the city in 1976 and is maintained as People’s Park.",
coll289,coll286,1403.jpg,image/jpg,Image;StillImage,,,,,Fraternity house,Kappa Alpha Psi,425 East Kirkwood Avenue,3,,,,,North Central Bloomington,,,Kappa Alpha Psi®,1912,,"Only one fraternity was founded on Indiana University’s campus and this is the Alpha Chapter of Kappa Alpha Psi in 1911. Organized by a group of African American students in Mrs. Spaulding’s boarding house on East Kirkwood, Kappa Alpha Nu, later renamed Kappa Alpha Psi in 1915, has a significant national presence with over 150,000 members. Among the organizers was Elder Watson Diggs. He remained in the house when it moved to 830 West Kirkwood, the home of William Prof- fit, a local barber. After serving as chapter president for six years, Diggs enjoyed a lengthy career in education, serving as a principal in the Indianapolis Public School system. The fraternity moved to several locations in Bloomington during its tenure and is still active today. In 1961 the chapter moved to a site at 1469 East Seventeenth Street which was dedicated as Elder Watson Diggs Memorial house. An Indiana Historical Bureau marker was placed there in 2008.",
coll290,coll286,1404.jpg,image/jpg,Image;StillImage,,,,,Double pen house,Samuel Dargan House,316 North Grant Street,4,1870,,Federal,,Old Northeast Downtown,,,"Wikimedia Commons, User:Nyttend",2011-11-08,,"This house, and the larger one at 318 North Grant, were owned by Samuel Dargan. On this site Dargan operated the first private residence hall for African American women, commencing as early as 1925. His own home was located behind the dormitory in a modest house. Dargan was Indiana University’s first African American law school graduate, acclaimed for his oratorical skills. He was immediately hired as curator of IU’s Law Library upon his graduation in 1909. Such were the students’ deep affection for him that they gave him the honorary title“Father of the School of Law.” Governor Paul V. McNutt (A.B. 1913) is quoted as saying “…Sam commanded the respect and admiration of everyone who met him.”",
coll291,coll286,1405.jpg,image/jpg,Image;StillImage,,,,,Carpenter builder house, Mays House,418 East 8th Street,5,1905,,,,Old Northeast Downtown,,,"Wikimedia Commons, User:Nyttend",2011-04-01,,"For over twenty years, Ruth Mays opened her small bungalow on the east side to African American male students enrolled in the university, but barred from its housing. When black students were refused service at local restaurants, Mays also served meals providing a kind of informal student union for that community. Mays is remembered fondly by athletes of the era before 1947 when the dorm system was finally opened to all students. George Taliaferro, famed Indiana University running back, stated that the small home held up to 16 people during this time, as many as four to a room. Along with Dargan House, the Elms, and the now demolished “Do Drop-In” House this area of the east side was the focus of African American student life in the 20’s, 30’s and 40’s.",
coll292,coll286,1406.jpg,image/jpg,Image;StillImage,,,,,House,The Elms,425 North Dunn Street,6,1927,,Colonial Revival (American style),,Old Northeast Downtown,,,"Wikimedia Commons, User:Nyttend",2011-09-19,,"In the era before dormitories at the University were integrated, fraternity and sorority chapters were loosely located on the northeast side of town. “The Elms” primarily served as a female dormitory, but for several years it was an early location of Kappa Alpha Psi. The Kappas also occupied properties at 417 East 9th Street and had their initial meetings at 527 East Kirkwood. Ultimately they purchased a permanent location. Samuel Dargan’s property at 318 North Grant was called the location of Alpha Kappa Alpha, but in fact housed women students not in the sorority. It wasn’t until the 1960’s that many of the Greek organizations found permanent quarters.",
coll293,coll286,1407.jpg,image/jpg,Image;StillImage,,,,,Library building; School building; Museum building,Center School,202 East 6th Street,7,1918,,Beaux-Arts (style),,Old Library Historic District,,,"Wikimedia Commons, User:Nyttend",2011-02-10,,"After it reopened as the “Colored School” in 1874, the brick school house on 6th and Washington became Bloomington’s first segregated grade school. Now this location is the site of the Monroe County History Center, housed in the Old Carnegie Library that dates from 1915. The school was sold to the library board for $12,000. According to statistical records of the time, the school building measured 40.5 feet by 26.25 feet and still had “dry closets” outside the building. Students remember that the older children were taught upstairs and the younger downstairs.",
coll294,coll286,0219.jpg,image/jpg,Image;StillImage,,,,,,"Mattie Jacobs Fuller
The Allen Building","104 East Kirkwood 
Avenue",8,,,,,,,,,,,"Following the Civil War, Mattie Jacobs Fuller was indentured to an Indiana physician although this was considered illegal. She was released when she was 14 years old and trained in Louisville as a beautician. After selling cosmetics for awhile she was able to open a beauty salon in The Allen Building, believed to be one of the first in town. But her greatest fame came from her service as a devoted member of the Bethel A.M.E. Church. In order to raise funds to help pay off its construction debt, Ms. Fuller played a portable organ on the square and at fairs and rallies, wherever people gathered. She did this for 7 years, singing gospel songs and raising more than $13,000 towards the mortgage. People placed money in a loving cup on the top of the organ. She was 82 years old when her story was archived by the Federal Writer’s Project.",
coll295,coll286,1409.jpg,image/jpg,Image;StillImage,,,,,Commercial building,Evans Barber Shop,210 West Kirkwood Avenue,9,1925,,,,Courthouse Square Historic District,,,"Wikimedia Commons, User:Nyttend",2010-11-11,,"Pleasant Evans arrived in Bloomington in 1884 and spent the following sixty years in the barbering business on Kirkwood. He was called the “Dean of Bloomington Barbers” and was active in republican politics. In 1914 he purchased his own building just west of the square. He was the first African American to own a downtown building in Bloomington, one that initially housed the First National Bank. Many local families, including the Eaglesons, the Drakes and the Evans were originally in this business. Clientele were segregated because proprietors feared that their business might be affected. Herman B Wells integrated the student union barber shop in 1948 hiring John Plew as its first black barber.",
coll296,coll286,0105.jpg,image/jpg,Image;StillImage,,,,,,Bethel A.M.E. Church,302 North Rogers Street,10,,,,,,,,,,,"The African Methodist Episcopal Church had its national origins in Philadelphia. It was founded by Richard Allen who had purchased his freedom and led a movement to secede from the Methodist Episcopal Church in 1816. The Bloomington AME Church was organized in September of 1870. Members met in the United Presbyterian Church on West 6th Street for many years before building a new stone edifice in 1922. The church was designed by John Nichols, Bloomington’s earliest architect and cost $35,000. It had, according to contemporary articles, “everything that should go with a strictly modern house of worship.” The congregation is storied with past members: Mattie Jacobs Fuller, Maurice and Pleasant Evans. In the 1930’s the church was famous for its Thursday night chicken dinners which attracted white neighbors from the west side as well.",
coll297,coll286,0121.jpg,image/jpg,Image;StillImage,,,,,,Second Baptist Church,321 North Rogers Street,11,,,,,,,,,,,"Established in March of 1872, the baptist congregation met only in homes before building their first small frame church at the corner of 8th and Rogers. Two ministers distinguished themselves in length of tenure and influence: Rev. M.M. Porter (1907-52) and Rev. E. D. Butler (1959-2002 ). Porter, whose wife Georgia taught at the Banneker School, helped his congregation build a new church on the south west corner of 8th and Rogers. The building, designed by African American architect Samuel Plato, was one of the first stone churches built by African Americans in Indiana. At the time there were a little over 400 African Americans residing in Bloomington. Construction cost $40,000. The stone was donated and members of the congregation helped with the finish work. The structure was placed on the National Register of Historic Places in 1976. Reverend Butler led Bloomington through many of its early civil rights discussions regarding discrimination in housing, hiring and education, all while shepherding his church and raising eight children. Ninth Street Park was renamed in his memory in 2005.",
coll298,coll286,0117.jpg,image/jpg,Image;StillImage,,,,,,Banneker School,930 West 7th Street,12,,,,,,,,,,,"The Banneker School opened on Dec. 7, 1915 with 93 students and was named by T.C. Johnson, its first principal. Many preferred the name of Booker T. Washington for the school, but their petition to the school board failed. Instead the school was named for Benjamin Banneker, a free black man who had platted the nation’s capital. The school gymnasium was completed in 1941 using a New Deal program through the National Youth Administration. The surrounding dressed stone wall was built by the W.P.A. T. C. Johnson was principal at both the Center School on East 6th and the Banneker in its first years. At its height, the school served over 100 students in three, multi-graded classrooms. Mrs. Alice Evans and Mrs. Georgia Porter were long-time teachers. The school’s curriculum emphasized basic reading, writing, spelling, and mathematical skills. Graduates went on to Bloomington High School which was historically integrated. In 1955, the building was acquired by the city and renamed the West Side Community Center. In order to reclaim its historic significance, it was renamed the Banneker Community Center in 1994. Since its listing on the National Register of Historic Places, the Parks Department has completed a comprehensive building restoration.",
coll299,coll286,1311.jpg,image/jpg,Image;StillImage,,,,,,Pollard Lodge,1107 West 7th Street,13,,,,,,,,,,,"Through the early 20th century, black social and fraternal organizations provided a vital social link in the community. Women joined “The Jolly Bachelor Girl’s Club” as early as 1918 and “The Happy Hour Club” in the 1930’s. They sponsored fashion shows and gave baskets of food to the sick. Two organizations, the Black Elks and Masons, held meetings on the west side. The Fraternal Order of Elks held community social functions in the basement of The Pollard Lodge on 7th Street which was nicknamed “the Hole” because the only access was from a stairway that descended to the basement. Just down the street, the Masons met in a residential building from 1940-1987.",
coll300,coll286,1414.jpg,image/jpg,Image;StillImage,,,,,House,Blair House,823 North Maple Street,14,1869,,Greek Revival,,Maple Heights Historic District,,,"Wikimedia Commons, User:Nyttend",2013-03-30,,"One house on the west side illustrates Bloomington’s substantial history in theUnderground Railroad. James Blair was among a group of families of Scotch Irish descent who moved from South Carolina to Bloomington in the early settlement years. They were members of the Presbyterian church holding strong abolitionist opinions. Called the Covenanters, many settled southeast of town, where their first church was built. The Smith’s, Faris’s and Blair’s were all believed to be activists in the Underground Railroad and harbored fugitive slaves in the years before the Civil War. Blair founded his farm northwest of town in a grove of maples. The house still stands on North Maple Street. A cemetery associated with the church stands at High and Hillside surrounded by dry laid limestone walls and ancient oak trees. Robert Anderson was hiding with the James Faris family when the Emancipation Proclamation was signed by Lincoln. He decided to stay as a free man and tended to church property, eventually becoming a member. Although there is a legend that the land was left to them, relatives say that land adjacent to the cemetery was purchased from the church, after the original brick building burned. Anderson, born into slavery in Kentucky in 1847, is buried here. Jared Jeffries, an NBA player born in Bloomington, is his great-great grandson. Relatives of Robert Anderson still make their homes on the land to the north.",
coll301,,1500_combined.pdf,compound_object,Text,en,City of Bloomington,"Department of Housing and Neighborhood Development, City of Bloomington",Bloomington's Women's History tour,Tour Brochure,A Walk Through Bloomington's Women's History,,,,,,,,,,,,,,
coll302,coll301,1501.jpg,image/jpg,Image;StillImage,,,,,Dormitory,Agnes E. Wells Quad,1021 East 3rd Street,1,1925,,,,Indiana University Campus,39.16476709,-86.51968126,"Wikimedia Commons, User:Josve05a",2013-12-29,,"Built in 1925, the buildings of Goodbody, Sycamore, Morrison, and Memorial Hall comprise IU’s original women’s dorm. Morrison Hall is named for IU’s first female student and faculty member, Sarah Parke Morrison (pictured on cover) who attended IU in 1869, holding a degree from Vassar. After graduation she would push for inclusion of women in the Union board and higher admission rates. The building remained a women’s dorm until the 1970s. Today, the IU gender studies department is located here, as well as the Kinsey Institute for the study of human sexuality. ",
coll303,coll301,1502.jpg,image/jpg,Image;StillImage,,,,,School building,Wylie Hall,100 South Woodlawn Avenue,2,1884,,,George W. Bunting,Old Crescent Historic District,39.16650909,-86.52358241,"Wikimedia Commons, User:Nyttend",2010-12-03,,"Shortly after its construction in 1884, Wylie Hall’s basement served as IU’s first women’s gym. In the 40s and 50s, Alfred Kinsey conducted studies on sexuality in the building. Now the seat of the economics department, Wylie contained the office of Elinor Ostrom, who earned a Nobel Prize for her theories on environmental protection and common land ownership.",
